,index,CO_CATEGORIA_ADMINISTRATIVA,CO_ORGANIZACAO_ACADEMICA,CO_TURNO_ALUNO,CO_GRAU_ACADEMICO,CO_MODALIDADE_ENSINO,CO_COR_RACA_ALUNO,NU_ANO_ALUNO_NASC,NU_MES_ALUNO_NASC,NU_DIA_ALUNO_NASC,CO_UF_NASCIMENTO,DT_INGRESSO_CURSO,IN_FINANC_ESTUDANTIL,IN_ING_CONVENIO_PECG,IN_SEXO_ALUNO,IN_MOBILIDADE_ACADEMICA,NO_OCDE_AREA_GERAL
"57125,e9c0bf62eb61eebe4c87ccd5c47b35e534639792,1.0,4.0,1.0,1.0,1.0,1.0,1992,9,4,43.0,2016-01-07,,,0.0,0.0,""Engenharia, produção e construção"""
"57126,b57909d37c98826d49310679ee6bf6217611bbff,1.0,1.0,4.0,1.0,1.0,3.0,1997,2,17,42.0,2016-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57136,95e0a10ee4258c7269681228981f0fd906961780,2.0,1.0,4.0,1.0,1.0,1.0,1998,12,7,42.0,2016-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57138,300d07188e12f3572fb962e1ce4c5a7996833654,1.0,1.0,4.0,1.0,1.0,1.0,1997,3,14,23.0,2015-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57152,508f503615c8a51c64898a0a0e85a8f1cf9ef97c,1.0,4.0,4.0,1.0,1.0,1.0,1995,4,10,42.0,2014-01-07,,,0.0,0.0,""Engenharia, produção e construção"""
"57155,3c7b2767a01b8d76ccb745522a3969288a8f8a58,1.0,1.0,4.0,1.0,1.0,1.0,1995,6,15,42.0,2013-01-01,,0.0,0.0,,""Engenharia, produção e construção"""
"57157,213ddccddf89e85bb7c07de251d322179d6f47c3,1.0,1.0,4.0,1.0,1.0,1.0,1998,4,22,42.0,2016-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57158,87bc3100c4fa61e50ffc89f1443f2311083080fb,1.0,1.0,4.0,1.0,1.0,3.0,1994,1,29,42.0,2014-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57159,4c412a2a1a99d44ab7d320c80ed85fd24befb186,1.0,1.0,4.0,1.0,1.0,1.0,1995,2,1,42.0,2015-01-01,,0.0,1.0,,""Engenharia, produção e construção"""
"57161,60e2a50d2b8e6b6a901d1b9c9f9ce5f092b6a596,5.0,2.0,3.0,1.0,1.0,1.0,1998,3,6,42.0,2016-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57163,84cf291946298d5b967183a9d8fa8dc9ceceaee6,1.0,1.0,4.0,1.0,1.0,1.0,1997,7,2,35.0,2016-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57166,ece3e98fa4f13b0590ea1a596b17d031c4fc49bc,1.0,1.0,4.0,1.0,1.0,1.0,1995,10,3,42.0,2014-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57167,a7ead72b371ad3c9fa7c7092da34bc62a81a2fcd,1.0,1.0,4.0,1.0,1.0,1.0,1995,12,16,42.0,2015-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57168,e4675d0dc07b6103d5cdee7740567c1b25346907,1.0,1.0,4.0,1.0,1.0,1.0,1989,1,24,42.0,2015-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57169,beda7ce66b39c29da1ce191d6e4904b349508e51,2.0,1.0,4.0,1.0,1.0,1.0,1995,11,9,42.0,2013-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57172,860cfccf68f41fd6fb6a3735a24f0032e1fa9229,1.0,1.0,4.0,1.0,1.0,1.0,1995,11,3,42.0,2014-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57174,1d00826438fb15e62eeda6097377f93801ba9baa,1.0,1.0,4.0,1.0,1.0,1.0,1993,8,28,42.0,2011-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57175,4fd68b63ca848f3398f92ec03fc26f21fef9ed58,5.0,2.0,3.0,1.0,1.0,1.0,1983,4,16,27.0,2010-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57176,cb54ea6721a9c8bf2469dc764f70b06e8e0cda3a,5.0,2.0,1.0,1.0,1.0,1.0,1994,7,7,42.0,2013-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57177,22b091608b01e2fde5f771c83859fcb253b83e51,2.0,1.0,4.0,1.0,1.0,1.0,1992,11,10,26.0,2011-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57179,84c48e32f13c533ac56e458fbe06cd0cd5abd42b,1.0,1.0,4.0,1.0,1.0,1.0,1994,4,25,42.0,2012-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57186,c60a3934e787fcb6d73b3990682a7688e5044d1f,4.0,3.0,3.0,1.0,1.0,1.0,1995,6,2,,2015-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57187,7810fa45888e52915b9c6b3f5585050d2de83950,1.0,1.0,4.0,1.0,1.0,1.0,1998,6,29,42.0,2016-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57192,24f5168fc2e61b5ba179bfd5eb7f83194dc23734,5.0,2.0,3.0,1.0,1.0,1.0,1988,12,17,42.0,2009-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57197,5aa19d9b12d94579bdde5d1d785ea56239f91725,5.0,3.0,3.0,3.0,1.0,1.0,1994,10,5,42.0,2016-01-01,0.0,,0.0,0.0,""Engenharia, produção e construção"""
"57198,e3493ffc0139494307028beaef914d6bdd9c7a5f,4.0,3.0,3.0,1.0,1.0,1.0,1983,2,11,,2012-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57200,45f2cb5d5cf1fb49a89a5d9dece5d7e820d455a0,1.0,1.0,4.0,1.0,1.0,1.0,1993,7,30,43.0,2014-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57203,fcc99d11356f139d6b1cf1bd8a9185da5c445510,2.0,1.0,4.0,1.0,1.0,1.0,1993,10,22,42.0,2011-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57204,16ea395efade69912af66dc2a915b9686e33c64d,5.0,1.0,3.0,3.0,1.0,1.0,1983,8,9,32.0,2015-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57207,0f01be91d0c5a244945f43f02e02b2d25b674ae5,2.0,1.0,4.0,1.0,1.0,1.0,1996,6,25,42.0,2014-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57209,6d7bf70edc6bdf74597a758f0ea06baf4cfae307,5.0,2.0,3.0,1.0,1.0,1.0,1996,4,6,42.0,2016-01-01,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57215,fb048c411ea49ec5461bde51420c1371f864f7df,1.0,1.0,4.0,1.0,1.0,1.0,1997,5,5,42.0,2016-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57216,bea3e04038250a365e69f0c08bbf8767bc764b39,5.0,2.0,1.0,1.0,1.0,1.0,1995,4,10,42.0,2012-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57221,a600f0e92f3553b4ca7fe13810324cb9f5ceacca,5.0,1.0,3.0,1.0,1.0,0.0,1995,9,1,42.0,2013-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57224,b5705f37d9439488a295e608532abb7bcc1938c3,5.0,2.0,3.0,1.0,1.0,1.0,1997,7,15,41.0,2016-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57227,8d9d3d28a5e57a94f449e4bb6cf643842cb7e440,1.0,1.0,4.0,1.0,1.0,1.0,1991,12,26,42.0,2013-01-01,,0.0,1.0,,""Engenharia, produção e construção"""
"57228,bbc2cffbee10f3e6bb462d99f734ff1dcb563b0f,1.0,1.0,4.0,1.0,1.0,3.0,1990,11,21,35.0,2015-01-07,,0.0,0.0,,""Engenharia, produção e construção"""
"57229,8a197a95c1fca0079dcf23aba9a24e65ae8b6c3c,5.0,2.0,1.0,1.0,1.0,1.0,1995,8,26,41.0,2014-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57231,34ffaa9da7f011b9f10446d5d95e1d5457a64033,1.0,1.0,4.0,1.0,1.0,1.0,1992,1,15,42.0,2010-01-07,,0.0,1.0,,""Engenharia, produção e construção"""
"57234,1d91bb0a0131dd7f9adfd6d2ca736f2f4b3423f0,1.0,4.0,4.0,3.0,1.0,1.0,1997,1,22,42.0,2016-01-01,,,1.0,0.0,""Engenharia, produção e construção"""
"57237,4fdfaf3737adaa9a06e5cb78a45a8507ff760a21,2.0,1.0,4.0,1.0,1.0,1.0,1996,2,6,42.0,2013-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57238,9190d93c967cc1431ea93c52f77480aa72d2f4bf,5.0,1.0,3.0,1.0,1.0,0.0,1995,4,14,42.0,2013-01-07,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57245,d88f619b4594ded8565400b762e5e459f6674d6c,5.0,2.0,3.0,1.0,1.0,1.0,1989,8,26,41.0,2010-01-01,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57247,b048919ae60a814967d355086f031fa5f3c4f254,1.0,1.0,4.0,1.0,1.0,1.0,1990,12,8,35.0,2010-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57251,3ff0100336d2ac52940cf1bcb5a097e27a65f48a,1.0,1.0,4.0,1.0,1.0,1.0,1994,10,28,42.0,2015-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57254,c520cfcab5a7177d29bbc64d5d782992b163a1e9,5.0,1.0,3.0,1.0,1.0,0.0,1998,5,1,42.0,2016-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57255,1755d82616a320913a5353e67d32cb42be11e0aa,5.0,2.0,3.0,1.0,1.0,1.0,1986,6,25,42.0,2009-01-07,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57259,cfdce237ce004e97492de74cb937742dc693c1ce,1.0,1.0,4.0,1.0,1.0,1.0,1988,10,18,41.0,2008-01-07,,0.0,0.0,,""Engenharia, produção e construção"""
"57267,73448529be11d9108d330a55dd047850d6fc4f55,5.0,2.0,3.0,3.0,1.0,1.0,1988,8,8,43.0,2009-01-07,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57268,137fb70aaa1769e53aae21cde5fb5734179dfcad,1.0,1.0,4.0,1.0,1.0,1.0,1997,3,15,42.0,2015-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57272,8f6227db1be0ca81032c8c36f55ffcf1e9291a45,2.0,1.0,4.0,1.0,1.0,1.0,1996,3,29,42.0,2015-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57275,93188978273b135419bd098b42cfa2ba95c2f9e2,1.0,4.0,4.0,3.0,1.0,1.0,1997,5,15,42.0,2016-01-01,,,0.0,0.0,""Engenharia, produção e construção"""
"57277,8c4b28e2304ed1844426d1a04e073f693900f7ed,5.0,3.0,1.0,3.0,1.0,1.0,1979,9,1,42.0,2012-01-01,0.0,,0.0,0.0,""Engenharia, produção e construção"""
"57281,0c10346538cd37131fd4667c7058aaba0e81c6cd,1.0,1.0,4.0,1.0,1.0,1.0,1988,2,7,43.0,2011-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57284,bde6e7bcf39fc269adcd0099429b1bb823a8e29e,1.0,1.0,4.0,1.0,1.0,1.0,1995,8,8,42.0,2014-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57285,7fe23fea0ff68383678709c8229cef5c6a8c01f6,5.0,1.0,3.0,1.0,1.0,0.0,1996,2,28,,2015-01-07,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57288,6bca42765fa6d036140e81ce8aaf83e4a95feef2,1.0,1.0,4.0,1.0,1.0,1.0,1990,9,23,42.0,2015-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57289,265654e495636e9752ff5a5c480729321b39275d,1.0,1.0,4.0,1.0,1.0,1.0,1997,11,18,42.0,2015-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57294,c161ec42f9662966c2d74df48f04d435befa5e72,1.0,1.0,4.0,1.0,1.0,1.0,1994,7,10,35.0,2012-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57308,bc285f6980aa681ac4c172aa56617349d806aa17,1.0,4.0,4.0,1.0,1.0,1.0,1996,6,27,42.0,2015-01-07,,,0.0,0.0,""Engenharia, produção e construção"""
"57310,b03de42804ffe8bfa31300ba3832b7894a13bd99,2.0,1.0,4.0,1.0,1.0,1.0,1991,11,29,35.0,2010-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57312,e06546cfbb9d46156bb98e7f7c3c0668d3578efa,1.0,1.0,4.0,1.0,1.0,1.0,1995,2,25,52.0,2013-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57314,7b86559ec3f044c8fe02cb45e5277bd2f118fc0c,4.0,3.0,3.0,3.0,1.0,0.0,1977,4,25,,2009-01-01,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57316,b47d37b00b70bbb6a544b8d5bd87750a38250567,4.0,3.0,3.0,1.0,1.0,1.0,1995,2,5,,2012-01-01,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57318,6192b516a28ec928f9d80f2d67a13c73f5558166,5.0,2.0,1.0,1.0,1.0,1.0,1997,12,30,42.0,2016-01-01,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57319,5149af6f81589b980f7f29e38a0465f8a685470f,1.0,1.0,4.0,1.0,1.0,1.0,1996,1,30,42.0,2013-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57320,65be46e784c49b63581bbf67269c902388ed4f55,2.0,1.0,4.0,1.0,1.0,1.0,1997,2,25,42.0,2015-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57323,808a30856ed09d38212f583a93f979dbca88db79,5.0,1.0,3.0,1.0,1.0,0.0,1997,4,16,41.0,2015-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57324,570e52df74315ae99a7a46f93dcf9532bf90ded7,5.0,2.0,1.0,1.0,1.0,1.0,1996,8,15,42.0,2015-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57327,a029a3dbc021ae65690c72f1633c7d90eee4eca7,1.0,1.0,4.0,1.0,1.0,1.0,1994,2,20,42.0,2012-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57330,8ce8e9ed4aa48ada036a06bdd1563e75f4178f6c,4.0,3.0,3.0,1.0,1.0,0.0,1995,1,27,,2016-01-07,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57331,12da42078c1a82e60b13efd890b50e55087682bd,2.0,1.0,4.0,1.0,1.0,1.0,1992,5,27,42.0,2011-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57332,10e853ac26606df4681418674c00cbf7d5520552,1.0,4.0,3.0,3.0,1.0,0.0,1965,5,10,42.0,2015-01-01,,,1.0,0.0,""Engenharia, produção e construção"""
"57339,b264f35ce6eda6472fb45e5cc85b632334058931,1.0,1.0,4.0,1.0,1.0,1.0,1993,1,18,43.0,2011-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57349,a2cf41a364646953cd005d88d8db0b70ae74850a,4.0,3.0,3.0,1.0,1.0,1.0,1976,3,24,,2014-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57352,bf209d5668b26ba08cbc263636babd43c0767de2,1.0,1.0,4.0,1.0,1.0,1.0,1997,11,29,42.0,2015-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57353,f40d20e4db232c85b45f1a97b8d970dcf3809a0c,5.0,2.0,3.0,1.0,1.0,1.0,1990,5,24,26.0,2014-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57355,0511d231352a37284db668338b30e9ffc928285b,1.0,1.0,4.0,1.0,1.0,1.0,1998,9,10,42.0,2016-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57356,24ca8819ada8ca16bf2f1a25128412e57dd6cda9,2.0,1.0,4.0,1.0,1.0,1.0,1989,3,6,35.0,2015-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57359,16b27a8cfddc231fc278dce5b7099a480c082fb1,1.0,4.0,4.0,1.0,1.0,1.0,1998,2,7,,2016-01-07,,,0.0,0.0,""Engenharia, produção e construção"""
"57361,988cd2ac10f08e922ce5322f17cb664c9c12a424,2.0,1.0,3.0,1.0,1.0,2.0,1998,1,24,42.0,2016-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57362,856f8cd64d236c318e6c3c40954e9840175fd724,1.0,1.0,4.0,1.0,1.0,1.0,1995,3,24,43.0,2014-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57364,ec6f5b7a0c6d2f75dc2eec2f6a5f82bbdc5a1d90,1.0,1.0,4.0,1.0,1.0,1.0,1992,5,13,42.0,2012-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57370,c199546a069fadfcf02617cba961c12f9b1dfe0f,5.0,1.0,3.0,1.0,1.0,0.0,1974,7,20,41.0,2014-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57372,07d14e6660b312a44bae489a328f6da1defe8386,2.0,1.0,4.0,1.0,1.0,0.0,1997,11,16,42.0,2016-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57374,ddca594b199ceaba6f2d4cdef462700661a8f5b0,1.0,1.0,4.0,1.0,1.0,1.0,1995,4,29,42.0,2013-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57375,2da0036a4c93ed8dddf31f854d6fe184b57909e2,2.0,1.0,3.0,1.0,1.0,1.0,1989,3,18,42.0,2014-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57376,42badc1ed12b941685faa48bc62618894db30aa7,1.0,4.0,3.0,1.0,1.0,3.0,1998,11,28,42.0,2016-01-01,,,0.0,0.0,""Engenharia, produção e construção"""
"57379,79bf52ffff7000eab3e8ee3577bb60a234746e40,1.0,4.0,3.0,3.0,1.0,1.0,1984,7,4,42.0,2011-01-07,,,0.0,0.0,""Engenharia, produção e construção"""
"57380,c4385bf44c2af4f1ad1ef2fbf6a3c46b37361d28,2.0,1.0,4.0,1.0,1.0,1.0,1991,12,19,42.0,2010-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57381,ec776c301bd764314af840cf0f7e072ae1888cde,1.0,1.0,4.0,1.0,1.0,1.0,1997,3,5,42.0,2015-01-07,,0.0,0.0,,""Engenharia, produção e construção"""
"57382,1e32a69a2bb44646c3e36ffa738d96cfbd6321d1,5.0,3.0,1.0,3.0,1.0,0.0,1985,11,19,42.0,2013-01-01,0.0,,0.0,0.0,""Engenharia, produção e construção"""
"57386,a08f529af34da48e2a9cd2de297e7a50af929ac2,4.0,3.0,3.0,1.0,1.0,0.0,1996,7,1,,2015-01-07,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57387,e49abb4c91709b7fd9c8bf69ae9bf26cf5a26473,4.0,3.0,3.0,1.0,1.0,1.0,1994,3,26,,2011-01-07,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57388,b9ac349ec6a8bd6ded69c0cb3c993d3eb2ec253a,1.0,1.0,4.0,1.0,1.0,1.0,1993,10,18,42.0,2012-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57389,862d9b3eabdbc67509e7daccaf7e0d19af617ba7,1.0,4.0,4.0,1.0,1.0,3.0,1988,9,2,43.0,2013-01-01,,,0.0,0.0,""Engenharia, produção e construção"""
"57393,050f4f01258f656537c02b2a37a193b79bb3782f,2.0,1.0,4.0,1.0,1.0,1.0,1986,1,1,42.0,2008-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57394,a20266c5e94dd864d2a1fa45413db234c05262a2,1.0,1.0,4.0,1.0,1.0,1.0,1997,8,12,33.0,2016-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57395,9d442782fd3cb545c30a4b187419c381b6894fd6,2.0,1.0,4.0,1.0,1.0,1.0,1992,7,16,31.0,2011-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57398,df98ce529012286d7a0cb421d7cd8b29b3f95ec1,1.0,1.0,4.0,1.0,1.0,3.0,1996,5,15,42.0,2015-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57405,fbdc52a8b6eafef6782fa5b761179d952c9b5048,2.0,1.0,4.0,1.0,1.0,1.0,1990,11,30,41.0,2013-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57409,f6aa79c513dd129fe14bc3f51b88bc7ad360dd63,1.0,1.0,4.0,1.0,1.0,1.0,1989,3,31,52.0,2011-01-07,,0.0,0.0,,""Engenharia, produção e construção"""
"57412,6ebbbc29d7a4c83226ddb803a0adb482abbe78dd,5.0,1.0,3.0,1.0,1.0,0.0,1992,3,11,42.0,2013-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57422,e49dd5599340a4ca14a43f555de90e3a2eb7b326,5.0,2.0,3.0,1.0,1.0,1.0,1993,10,31,42.0,2012-01-01,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57423,dfd490bec8a4eb1b70f2a61ba6474f84a63e94ed,4.0,3.0,3.0,3.0,1.0,0.0,1977,7,20,,2012-01-07,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57425,d07e3f667346410b8a0710346618f5c92e55ef35,1.0,4.0,4.0,1.0,1.0,1.0,1996,12,31,,2015-01-01,,,0.0,0.0,""Engenharia, produção e construção"""
"57426,24f02507fefa748ff3929be2643df48d26cb991f,2.0,1.0,4.0,1.0,1.0,1.0,1995,5,11,15.0,2014-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57429,5d7208b21b7f49647cc45f4402be44771fbb5b48,1.0,1.0,4.0,1.0,1.0,1.0,1991,11,29,42.0,2016-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57432,3b7469c0003e4301ac75df01e17cb5dd4347a3d0,1.0,1.0,4.0,1.0,1.0,1.0,1995,5,10,35.0,2016-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57437,180f50596e75e22f0393500c971bb14cc2fc08b7,1.0,1.0,4.0,1.0,1.0,1.0,1992,5,18,42.0,2010-01-07,,0.0,0.0,,""Engenharia, produção e construção"""
"57440,a402c63e549e762c4a336480df1bc505b288ebdf,1.0,1.0,4.0,1.0,1.0,1.0,1993,9,13,42.0,2014-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57442,3d00fa79a206e96fc08d3e4f6c43d6511abb1cb2,1.0,1.0,4.0,1.0,1.0,1.0,1992,3,27,42.0,2011-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57444,d68c8bd37ab637be9bc639493c8463fed1ec80f2,5.0,1.0,3.0,1.0,1.0,3.0,1996,10,13,52.0,2015-01-07,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57446,81fbb51f3105dfd089d60d26f5e63f00a0951380,5.0,1.0,3.0,3.0,1.0,0.0,1980,3,26,42.0,2013-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57451,e90b5b181aa80efbf43bb02c8c287fd831e125b5,1.0,1.0,4.0,1.0,1.0,1.0,1992,8,15,43.0,2011-01-01,,0.0,1.0,,""Engenharia, produção e construção"""
"57452,1bf956b0768d0d32845a4614a7452787a191d7cb,1.0,1.0,4.0,1.0,1.0,1.0,1996,5,23,41.0,2016-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57453,bd08872c858fa04ace1663b699f1270660e15ff2,5.0,2.0,3.0,1.0,1.0,1.0,1996,9,10,42.0,2015-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57454,9168bbe40b65334bff3b8c127c695d6aca848205,4.0,3.0,3.0,1.0,1.0,1.0,1987,6,29,,2012-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57455,a7e7120aca2b1dae6123f18602e05adf9c1acf8a,5.0,1.0,3.0,1.0,1.0,0.0,1995,2,1,42.0,2013-01-01,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57458,795ebefd54273ba3f8ee6e0999ab926b8f37ef0e,1.0,1.0,4.0,1.0,1.0,1.0,1993,4,1,43.0,2012-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57462,19f1886cf0bbbe8a59695a3536787c73f5ce89f4,1.0,1.0,4.0,1.0,1.0,1.0,1998,3,17,41.0,2015-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57469,c0722d6af37e7153c4e7c301af26db80443162ca,1.0,1.0,4.0,1.0,1.0,1.0,1993,11,3,35.0,2015-01-01,,0.0,1.0,,""Engenharia, produção e construção"""
"57471,d7046cc1b55ab859bd76d476cbee428d80b864db,5.0,2.0,3.0,1.0,1.0,1.0,1994,5,8,41.0,2013-01-07,1.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57475,fac4cb2b180ffaccc53ebf9a9f571492f7654569,5.0,1.0,3.0,1.0,1.0,0.0,1987,10,23,42.0,2014-01-01,1.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57477,00033ed8230aa5b66cc5ecb168edf773c7a05030,1.0,1.0,4.0,1.0,1.0,1.0,1997,2,26,42.0,2014-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57483,1822d7a1fbe0b66739699978682c087f33230077,4.0,3.0,3.0,1.0,1.0,0.0,1989,12,26,42.0,2015-01-07,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57485,c7e373b5767721466de2b86231217561ddb87e3e,5.0,2.0,1.0,1.0,1.0,3.0,1995,12,1,41.0,2013-01-07,0.0,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57489,f5beafbee1b3262d892ccd6eb26c2ab0426905e7,1.0,1.0,4.0,1.0,1.0,1.0,1992,9,25,43.0,2010-01-07,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57491,f5ab5c802ca7adc9a4bb039d55d2e504d2e877d0,1.0,1.0,4.0,1.0,1.0,3.0,1995,10,21,42.0,2015-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57492,dce656ce048c271097b7f5aa4c1d7642bb236d32,1.0,1.0,4.0,1.0,1.0,1.0,1990,1,6,42.0,2009-01-07,,0.0,0.0,,""Engenharia, produção e construção"""
"57494,4fae750595eb905e8d1ebb4a3842daf5ac70ecec,2.0,1.0,4.0,1.0,1.0,1.0,1990,4,24,42.0,2010-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57495,8a69b9d1f354e07af7f9d471d17c120e05d6f14e,4.0,3.0,3.0,1.0,1.0,1.0,1987,7,6,,2015-01-01,0.0,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57497,4066dfdcab5735faad15b2fcbbf133b9593f00c0,2.0,1.0,4.0,1.0,1.0,1.0,1992,4,19,42.0,2010-01-01,,0.0,1.0,0.0,""Engenharia, produção e construção"""
"57503,67bfcfa43a633fb19ab621da0ff6bf9f461f21ea,1.0,1.0,4.0,1.0,1.0,1.0,1997,9,2,42.0,2016-01-07,,0.0,0.0,0.0,""Engenharia, produção e construção"""
"57504,d185323fbb6ba900ed7a9d9527189210463c4d5d,1.0,1.0,4.0,1.0,1.0,1.0,1993,4,17,42.0,2014-01-01,,0.0,0.0,0.0,""Engenharia, produção e construção"""
